"Subject","Cond","Skew","Trial","Label","PSize","NSize","Est"
205,1,"Pos",18,"g",100,140,83
205,1,"Pos",19,"d",70,110,68
205,1,"Pos",20,"f",90,130,75
205,1,"Pos",21,"h",130,150,92
205,1,"Pos",22,"b",50,70,54
205,1,"Pos",23,"i",160,160,129
205,1,"Pos",24,"g",100,140,90
205,1,"Pos",25,"a",40,40,34
205,1,"Pos",26,"c",60,100,52
205,1,"Pos",27,"e",80,120,81
206,2,"Pos",1,"c",60,100,45
206,2,"Pos",2,"b",50,70,46
206,2,"Pos",3,"f",90,130,102
206,2,"Pos",4,"d",70,110,69
206,2,"Pos",5,"g",100,140,88
206,2,"Pos",6,"e",80,120,93
206,2,"Pos",7,"a",40,40,36
206,2,"Pos",8,"h",130,150,122
206,2,"Pos",9,"i",160,160,148
206,2,"Pos",10,"b",50,70,64
206,2,"Pos",11,"h",130,150,132
206,2,"Pos",12,"a",40,40,48
206,2,"Pos",13,"g",100,140,119
206,2,"Pos",14,"e",80,120,81
206,2,"Pos",15,"d",70,110,77
206,2,"Pos",16,"i",160,160,149
206,2,"Pos",17,"f",90,130,129
206,2,"Pos",18,"c",60,100,57
206,2,"Pos",19,"h",130,150,113
206,2,"Pos",20,"a",40,40,51
206,2,"Pos",21,"g",100,140,122
206,2,"Pos",22,"f",90,130,117
206,2,"Pos",23,"d",70,110,81
206,2,"Pos",24,"i",160,160,148
206,2,"Pos",25,"c",60,100,60
206,2,"Pos",26,"b",50,70,49
206,2,"Pos",27,"e",80,120,94
207,3,"Neg",1,"c",60,100,40
207,3,"Neg",2,"d",70,110,42
207,3,"Neg",3,"b",50,70,39
207,3,"Neg",4,"e",80,120,53
207,3,"Neg",5,"i",160,160,122
207,3,"Neg",6,"f",90,130,61
207,3,"Neg",7,"h",130,150,96
207,3,"Neg",8,"a",40,40,26
207,3,"Neg",9,"g",100,140,69
207,3,"Neg",10,"i",160,160,112
207,3,"Neg",11,"e",80,120,63
207,3,"Neg",12,"a",40,40,30
207,3,"Neg",13,"b",50,70,41
207,3,"Neg",14,"g",100,140,67
207,3,"Neg",15,"h",130,150,86
207,3,"Neg",16,"d",70,110,67
207,3,"Neg",17,"f",90,130,65
207,3,"Neg",18,"c",60,100,45
207,3,"Neg",19,"g",100,140,72
207,3,"Neg",20,"b",50,70,34
207,3,"Neg",21,"i",160,160,112
207,3,"Neg",22,"a",40,40,30
207,3,"Neg",23,"h",130,150,96
207,3,"Neg",24,"e",80,120,58
207,3,"Neg",25,"d",70,110,50
207,3,"Neg",26,"f",90,130,56
207,3,"Neg",27,"c",60,100,41
208,4,"Neg",1,"c",60,100,41
208,4,"Neg",2,"f",90,130,68
208,4,"Neg",3,"g",100,140,86
208,4,"Neg",4,"b",50,70,43
208,4,"Neg",5,"h",130,150,106
208,4,"Neg",6,"a",40,40,32
208,4,"Neg",7,"i",160,160,120
208,4,"Neg",8,"d",70,110,61
208,4,"Neg",9,"e",80,120,70
208,4,"Neg",10,"h",130,150,103
208,4,"Neg",11,"f",90,130,85
208,4,"Neg",12,"g",100,140,100
208,4,"Neg",13,"i",160,160,124
208,4,"Neg",14,"b",50,70,48
208,4,"Neg",15,"d",70,110,57
208,4,"Neg",16,"c",60,100,41
208,4,"Neg",17,"e",80,120,59
208,4,"Neg",18,"a",40,40,36
208,4,"Neg",19,"a",40,40,41
208,4,"Neg",20,"f",90,130,116
208,4,"Neg",21,"g",100,140,111
208,4,"Neg",22,"e",80,120,67
208,4,"Neg",23,"d",70,110,57
208,4,"Neg",24,"i",160,160,125
208,4,"Neg",25,"h",130,150,110
208,4,"Neg",26,"c",60,100,45
208,4,"Neg",27,"b",50,70,44
209,5,"Pos",1,"f",90,130,123
209,5,"Pos",2,"g",100,140,140
209,5,"Pos",3,"e",80,120,97
209,5,"Pos",4,"c",60,100,78
209,5,"Pos",5,"b",50,70,50
209,5,"Pos",6,"h",130,150,145
209,5,"Pos",7,"i",160,160,180
209,5,"Pos",8,"d",70,110,82
209,5,"Pos",9,"a",40,40,180
209,5,"Pos",10,"d",70,110,80
209,5,"Pos",11,"f",90,130,98
209,5,"Pos",12,"b",50,70,54
209,5,"Pos",13,"i",160,160,180
209,5,"Pos",14,"a",40,40,33
209,5,"Pos",15,"h",130,150,146
209,5,"Pos",16,"g",100,140,120
209,5,"Pos",17,"c",60,100,73
209,5,"Pos",18,"e",80,120,83
209,5,"Pos",19,"c",60,100,89
209,5,"Pos",20,"d",70,110,101
209,5,"Pos",21,"b",50,70,60
209,5,"Pos",22,"g",100,140,112
209,5,"Pos",23,"h",130,150,144
209,5,"Pos",24,"f",90,130,104
209,5,"Pos",25,"a",40,40,29
209,5,"Pos",26,"i",160,160,180
209,5,"Pos",27,"e",80,120,85
210,6,"Pos",1,"e",80,120,107
210,6,"Pos",2,"h",130,150,148
210,6,"Pos",3,"i",160,160,180
210,6,"Pos",4,"b",50,70,52
210,6,"Pos",5,"c",60,100,66
210,6,"Pos",6,"a",40,40,38
210,6,"Pos",7,"f",90,130,99
210,6,"Pos",8,"d",70,110,98
210,6,"Pos",9,"g",100,140,113
210,6,"Pos",10,"c",60,100,60
210,6,"Pos",11,"d",70,110,102
210,6,"Pos",12,"h",130,150,146
210,6,"Pos",13,"f",90,130,121
210,6,"Pos",14,"e",80,120,118
210,6,"Pos",15,"b",50,70,54
210,6,"Pos",16,"g",100,140,126
210,6,"Pos",17,"i",160,160,180
210,6,"Pos",18,"a",40,40,47
210,6,"Pos",19,"g",100,140,123
210,6,"Pos",20,"a",40,40,39
210,6,"Pos",21,"h",130,150,149
210,6,"Pos",22,"c",60,100,63
210,6,"Pos",23,"i",160,160,180
210,6,"Pos",24,"f",90,130,120
210,6,"Pos",25,"d",70,110,106
210,6,"Pos",26,"b",50,70,50
210,6,"Pos",27,"e",80,120,112
211,7,"Neg",1,"h",130,150,153
211,7,"Neg",2,"e",80,120,118
211,7,"Neg",3,"f",90,130,124
211,7,"Neg",4,"g",100,140,152
211,7,"Neg",5,"d",70,110,96
211,7,"Neg",6,"b",50,70,40
211,7,"Neg",7,"c",60,100,64
211,7,"Neg",8,"i",160,160,171
211,7,"Neg",9,"a",40,40,34
211,7,"Neg",10,"h",130,150,148
211,7,"Neg",11,"b",50,70,49
211,7,"Neg",12,"a",40,40,33
211,7,"Neg",13,"c",60,100,60
211,7,"Neg",14,"i",160,160,172
211,7,"Neg",15,"g",100,140,138
211,7,"Neg",16,"d",70,110,97
211,7,"Neg",17,"f",90,130,132
211,7,"Neg",18,"e",80,120,131
211,7,"Neg",19,"i",160,160,172
211,7,"Neg",20,"g",100,140,146
211,7,"Neg",21,"h",130,150,173
211,7,"Neg",22,"f",90,130,150
211,7,"Neg",23,"d",70,110,109
211,7,"Neg",24,"c",60,100,71
211,7,"Neg",25,"a",40,40,32
211,7,"Neg",26,"e",80,120,113
211,7,"Neg",27,"b",50,70,46
212,8,"Neg",1,"c",60,100,46
212,8,"Neg",2,"d",70,110,65
212,8,"Neg",3,"h",130,150,119
212,8,"Neg",4,"f",90,130,99
212,8,"Neg",5,"a",40,40,36
212,8,"Neg",6,"e",80,120,71
212,8,"Neg",7,"i",160,160,180
212,8,"Neg",8,"b",50,70,49
212,8,"Neg",9,"g",100,140,117
212,8,"Neg",10,"b",50,70,60
212,8,"Neg",11,"h",130,150,133
212,8,"Neg",12,"g",100,140,108
212,8,"Neg",13,"d",70,110,69
212,8,"Neg",14,"c",60,100,57
212,8,"Neg",15,"a",40,40,56
212,8,"Neg",16,"f",90,130,117
212,8,"Neg",17,"e",80,120,85
212,8,"Neg",18,"i",160,160,180
212,8,"Neg",19,"e",80,120,95
212,8,"Neg",20,"h",130,150,141
212,8,"Neg",21,"b",50,70,85
212,8,"Neg",22,"d",70,110,91
212,8,"Neg",23,"c",60,100,95
212,8,"Neg",24,"i",160,160,180
212,8,"Neg",25,"g",100,140,150
212,8,"Neg",26,"a",40,40,39
212,8,"Neg",27,"f",90,130,121
213,1,"Pos",1,"b",50,70,70
213,1,"Pos",2,"g",100,140,65
213,1,"Pos",3,"i",160,160,115
213,1,"Pos",4,"e",80,120,66
213,1,"Pos",5,"f",90,130,50
213,1,"Pos",6,"d",70,110,70
213,1,"Pos",7,"a",40,40,41
213,1,"Pos",8,"h",130,150,85
213,1,"Pos",9,"c",60,100,46
213,1,"Pos",10,"i",160,160,82
213,1,"Pos",11,"h",130,150,115
213,1,"Pos",12,"g",100,140,64
213,1,"Pos",13,"f",90,130,82
213,1,"Pos",14,"d",70,110,66
213,1,"Pos",15,"c",60,100,58
213,1,"Pos",16,"b",50,70,65
213,1,"Pos",17,"e",80,120,79
213,1,"Pos",18,"a",40,40,41
213,1,"Pos",19,"d",70,110,83
213,1,"Pos",20,"f",90,130,78
213,1,"Pos",21,"a",40,40,38
213,1,"Pos",22,"e",80,120,55
213,1,"Pos",23,"c",60,100,54
213,1,"Pos",24,"h",130,150,81
213,1,"Pos",25,"b",50,70,69
213,1,"Pos",26,"i",160,160,63
213,1,"Pos",27,"g",100,140,90
214,2,"Pos",1,"h",130,150,125
214,2,"Pos",2,"a",40,40,32
214,2,"Pos",3,"b",50,70,38
214,2,"Pos",4,"i",160,160,172
214,2,"Pos",5,"f",90,130,74
214,2,"Pos",6,"d",70,110,59
214,2,"Pos",7,"e",80,120,62
214,2,"Pos",8,"c",60,100,48
214,2,"Pos",9,"g",100,140,74
214,2,"Pos",10,"i",160,160,145
214,2,"Pos",11,"e",80,120,73
214,2,"Pos",12,"d",70,110,61
214,2,"Pos",13,"c",60,100,51
214,2,"Pos",14,"b",50,70,47
214,2,"Pos",15,"f",90,130,75
214,2,"Pos",16,"h",130,150,100
214,2,"Pos",17,"g",100,140,97
214,2,"Pos",18,"a",40,40,31
214,2,"Pos",19,"e",80,120,58
214,2,"Pos",20,"a",40,40,38
214,2,"Pos",21,"g",100,140,73
214,2,"Pos",22,"b",50,70,42
214,2,"Pos",23,"i",160,160,159
214,2,"Pos",24,"d",70,110,65
214,2,"Pos",25,"h",130,150,100
214,2,"Pos",26,"c",60,100,52
214,2,"Pos",27,"f",90,130,63
215,3,"Neg",1,"i",160,160,134
215,3,"Neg",2,"c",60,100,44
215,3,"Neg",3,"h",130,150,99
215,3,"Neg",4,"e",80,120,73
215,3,"Neg",5,"b",50,70,39
215,3,"Neg",6,"a",40,40,33
215,3,"Neg",7,"f",90,130,90
215,3,"Neg",8,"g",100,140,107
215,3,"Neg",9,"d",70,110,73
215,3,"Neg",10,"f",90,130,90
215,3,"Neg",11,"h",130,150,104
215,3,"Neg",12,"i",160,160,130
215,3,"Neg",13,"b",50,70,43
215,3,"Neg",14,"a",40,40,31
215,3,"Neg",15,"c",60,100,46
215,3,"Neg",16,"e",80,120,66
215,3,"Neg",17,"g",100,140,90
215,3,"Neg",18,"d",70,110,62
215,3,"Neg",19,"d",70,110,62
215,3,"Neg",20,"b",50,70,41
215,3,"Neg",21,"g",100,140,94
215,3,"Neg",22,"f",90,130,76
215,3,"Neg",23,"e",80,120,75
215,3,"Neg",24,"a",40,40,32
215,3,"Neg",25,"c",60,100,44
215,3,"Neg",26,"i",160,160,122
215,3,"Neg",27,"h",130,150,119
216,4,"Neg",1,"i",160,160,140
216,4,"Neg",2,"a",40,40,20
216,4,"Neg",3,"c",60,100,34
216,4,"Neg",4,"e",80,120,42
216,4,"Neg",5,"g",100,140,67
216,4,"Neg",6,"b",50,70,29
216,4,"Neg",7,"f",90,130,50
216,4,"Neg",8,"d",70,110,39
216,4,"Neg",9,"h",130,150,94
216,4,"Neg",10,"a",40,40,23
216,4,"Neg",11,"c",60,100,32
216,4,"Neg",12,"i",160,160,118
216,4,"Neg",13,"e",80,120,49
216,4,"Neg",14,"g",100,140,70
216,4,"Neg",15,"b",50,70,33
216,4,"Neg",16,"h",130,150,83
216,4,"Neg",17,"f",90,130,59
216,4,"Neg",18,"d",70,110,43
216,4,"Neg",19,"i",160,160,99
216,4,"Neg",20,"c",60,100,37
216,4,"Neg",21,"g",100,140,64
216,4,"Neg",22,"d",70,110,45
216,4,"Neg",23,"b",50,70,29
216,4,"Neg",24,"a",40,40,23
216,4,"Neg",25,"e",80,120,44
216,4,"Neg",26,"f",90,130,56
216,4,"Neg",27,"h",130,150,79
217,5,"Pos",1,"h",130,150,159
217,5,"Pos",2,"d",70,110,131
217,5,"Pos",3,"i",160,160,180
217,5,"Pos",4,"a",40,40,38
217,5,"Pos",5,"g",100,140,152
217,5,"Pos",6,"c",60,100,88
217,5,"Pos",7,"b",50,70,61
217,5,"Pos",8,"e",80,120,146
217,5,"Pos",9,"f",90,130,180
217,5,"Pos",10,"g",100,140,183
217,5,"Pos",11,"h",130,150,180
217,5,"Pos",12,"a",40,40,44
217,5,"Pos",13,"b",50,70,74
217,5,"Pos",14,"d",70,110,149
217,5,"Pos",15,"f",90,130,160
217,5,"Pos",16,"c",60,100,122
217,5,"Pos",17,"e",80,120,142
217,5,"Pos",18,"i",160,160,203
217,5,"Pos",19,"h",130,150,186
217,5,"Pos",20,"c",60,100,111
217,5,"Pos",21,"a",40,40,50
217,5,"Pos",22,"d",70,110,150
217,5,"Pos",23,"f",90,130,183
217,5,"Pos",24,"b",50,70,73
217,5,"Pos",25,"i",160,160,209
217,5,"Pos",26,"e",80,120,130
217,5,"Pos",27,"g",100,140,198
218,6,"Pos",1,"f",90,130,102
218,6,"Pos",2,"e",80,120,95
218,6,"Pos",3,"h",130,150,146
218,6,"Pos",4,"a",40,40,32
218,6,"Pos",5,"g",100,140,120
218,6,"Pos",6,"b",50,70,66
218,6,"Pos",7,"c",60,100,85
218,6,"Pos",8,"d",70,110,95
218,6,"Pos",9,"i",160,160,117
218,6,"Pos",10,"e",80,120,112
218,6,"Pos",11,"h",130,150,173
218,6,"Pos",12,"b",50,70,54
218,6,"Pos",13,"a",40,40,38
218,6,"Pos",14,"c",60,100,69
218,6,"Pos",15,"g",100,140,160
218,6,"Pos",16,"d",70,110,118
218,6,"Pos",17,"i",160,160,180
218,6,"Pos",18,"f",90,130,136
218,6,"Pos",19,"c",60,100,112
218,6,"Pos",20,"a",40,40,43
218,6,"Pos",21,"h",130,150,170
218,6,"Pos",22,"b",50,70,50
218,6,"Pos",23,"d",70,110,84
218,6,"Pos",24,"e",80,120,102
218,6,"Pos",25,"g",100,140,123
218,6,"Pos",26,"i",160,160,180
218,6,"Pos",27,"f",90,130,143
219,7,"Neg",1,"e",80,120,74
219,7,"Neg",2,"b",50,70,51
219,7,"Neg",3,"f",90,130,115
219,7,"Neg",4,"a",40,40,30
219,7,"Neg",5,"d",70,110,54
219,7,"Neg",6,"g",100,140,99
219,7,"Neg",7,"h",130,150,113
219,7,"Neg",8,"i",160,160,158
219,7,"Neg",9,"c",60,100,68
219,7,"Neg",10,"c",60,100,64
219,7,"Neg",11,"d",70,110,73
219,7,"Neg",12,"h",130,150,131
219,7,"Neg",13,"i",160,160,144
219,7,"Neg",14,"e",80,120,100
219,7,"Neg",15,"b",50,70,66
219,7,"Neg",16,"a",40,40,40
219,7,"Neg",17,"f",90,130,117
219,7,"Neg",18,"g",100,140,118
219,7,"Neg",19,"g",100,140,133
219,7,"Neg",20,"i",160,160,153
219,7,"Neg",21,"f",90,130,125
219,7,"Neg",22,"d",70,110,79
219,7,"Neg",23,"c",60,100,60
219,7,"Neg",24,"e",80,120,88
219,7,"Neg",25,"h",130,150,147
219,7,"Neg",26,"a",40,40,39
219,7,"Neg",27,"b",50,70,55
220,8,"Neg",1,"g",100,140,107
220,8,"Neg",2,"d",70,110,63
220,8,"Neg",3,"a",40,40,34
220,8,"Neg",4,"c",60,100,59
220,8,"Neg",5,"h",130,150,126
220,8,"Neg",6,"e",80,120,99
220,8,"Neg",7,"f",90,130,117
220,8,"Neg",8,"i",160,160,151
220,8,"Neg",9,"b",50,70,49
220,8,"Neg",10,"g",100,140,126
220,8,"Neg",11,"i",160,160,144
220,8,"Neg",12,"e",80,120,104
220,8,"Neg",13,"f",90,130,123
220,8,"Neg",14,"d",70,110,92
220,8,"Neg",15,"h",130,150,133
220,8,"Neg",16,"c",60,100,60
220,8,"Neg",17,"b",50,70,52
220,8,"Neg",18,"a",40,40,35
220,8,"Neg",19,"a",40,40,40
220,8,"Neg",20,"g",100,140,118
220,8,"Neg",21,"c",60,100,53
220,8,"Neg",22,"b",50,70,47
220,8,"Neg",23,"e",80,120,93
220,8,"Neg",24,"i",160,160,151
220,8,"Neg",25,"d",70,110,92
220,8,"Neg",26,"h",130,150,120
220,8,"Neg",27,"f",90,130,103
221,1,"Pos",1,"b",50,70,29
221,1,"Pos",2,"e",80,120,60
221,1,"Pos",3,"d",70,110,52
221,1,"Pos",4,"a",40,40,26
221,1,"Pos",5,"i",160,160,113
221,1,"Pos",6,"h",130,150,92
221,1,"Pos",7,"g",100,140,80
221,1,"Pos",8,"c",60,100,44
221,1,"Pos",9,"f",90,130,55
221,1,"Pos",10,"h",130,150,67
221,1,"Pos",11,"i",160,160,113
221,1,"Pos",12,"a",40,40,26
221,1,"Pos",13,"c",60,100,41
221,1,"Pos",14,"e",80,120,53
221,1,"Pos",15,"d",70,110,56
221,1,"Pos",16,"f",90,130,58
221,1,"Pos",17,"g",100,140,68
221,1,"Pos",18,"b",50,70,39
221,1,"Pos",19,"h",130,150,99
221,1,"Pos",20,"e",80,120,64
221,1,"Pos",21,"c",60,100,38
221,1,"Pos",22,"b",50,70,31
221,1,"Pos",23,"f",90,130,69
221,1,"Pos",24,"d",70,110,50
221,1,"Pos",25,"a",40,40,26
221,1,"Pos",26,"i",160,160,113
221,1,"Pos",27,"g",100,140,88
222,2,"Pos",1,"a",40,40,30
222,2,"Pos",2,"h",130,150,117
222,2,"Pos",3,"d",70,110,71
222,2,"Pos",4,"e",80,120,86
222,2,"Pos",5,"b",50,70,63
222,2,"Pos",6,"c",60,100,81
222,2,"Pos",7,"f",90,130,97
222,2,"Pos",8,"g",100,140,116
222,2,"Pos",9,"i",160,160,147
222,2,"Pos",10,"a",40,40,42
222,2,"Pos",11,"d",70,110,89
222,2,"Pos",12,"h",130,150,118
222,2,"Pos",13,"i",160,160,152
222,2,"Pos",14,"g",100,140,117
222,2,"Pos",15,"b",50,70,55
222,2,"Pos",16,"c",60,100,73
222,2,"Pos",17,"e",80,120,96
222,2,"Pos",18,"f",90,130,110
222,2,"Pos",19,"c",60,100,78
222,2,"Pos",20,"g",100,140,116
222,2,"Pos",21,"i",160,160,145
222,2,"Pos",22,"f",90,130,105
222,2,"Pos",23,"h",130,150,125
222,2,"Pos",24,"a",40,40,40
222,2,"Pos",25,"e",80,120,94
222,2,"Pos",26,"d",70,110,82
222,2,"Pos",27,"b",50,70,48
1193,5,"Pos",1,"a",40,40,32
1193,5,"Pos",2,"i",160,160,188
1193,5,"Pos",3,"b",50,70,51
1193,5,"Pos",4,"f",90,130,113
1193,5,"Pos",5,"h",130,150,152
1193,5,"Pos",6,"d",70,110,94
1193,5,"Pos",7,"c",60,100,70
1193,5,"Pos",8,"e",80,120,98
1193,5,"Pos",9,"g",100,140,130
1193,5,"Pos",10,"d",70,110,85
1193,5,"Pos",11,"h",130,150,154
1193,5,"Pos",12,"g",100,140,133
1193,5,"Pos",13,"i",160,160,187
1193,5,"Pos",14,"f",90,130,115
1193,5,"Pos",15,"c",60,100,68
1193,5,"Pos",16,"b",50,70,49
1193,5,"Pos",17,"a",40,40,40
1193,5,"Pos",18,"e",80,120,105
1193,5,"Pos",19,"f",90,130,111
1193,5,"Pos",20,"g",100,140,124
1193,5,"Pos",21,"d",70,110,85
1193,5,"Pos",22,"h",130,150,155
1193,5,"Pos",23,"e",80,120,95
1193,5,"Pos",24,"i",160,160,187
1193,5,"Pos",25,"a",40,40,41
1193,5,"Pos",26,"c",60,100,63
1193,5,"Pos",27,"b",50,70,56
